clamp_pressure,feedrate,X1_OutputCurrent,Y1_OutputCurrent,M1_CURRENT_FEEDRATE,S1_OutputCurrent,Z1_ActualPosition,Z1_CommandPosition,X1_DCBusVoltage,X1_OutputVoltage,S1_DCBusVoltage,Y1_DCBusVoltage,Machining_Process_end,Y1_OutputVoltage,Machining_Process_Repositioning,X1_OutputPower,S1_ActualPosition,S1_CommandPosition,Machining_Process_Layer 2 Up,S1_ActualVelocity,Machining_Process_Starting,S1_CurrentFeedback,S1_CommandVelocity,S1_OutputPower,tool_condition,experiment_id
0.6970134454325699,-0.489045386104582,1.536133193402083,1.1041943317340583,1.4703612243447037,1.3252146774549352,1.6873459418557335,1.687546828569203,-1.0376863486478227,-0.6171012225770086,-1.2852088733488984,-0.8568763437044263,False,-0.5601405813128515,False,-0.41302038872788693,-0.16710480663457675,-0.16734484554066845,False,-1.3707076825454452,True,-1.1939500291428995,-1.344593205034942,-1.3113594172817107,0,1
0.6970134454325699,-0.489045386104582,0.9013180029206754,-0.29261344671703565,1.4703612243447037,1.1108553490566093,1.6873459418557335,1.6613895724505143,2.983647169882788,1.681104023546306,-1.2852088733488984,4.266406000947344,False,3.1436886935460824,False,2.0739939195710173,-0.16710480663457675,-0.16734484554066845,False,-1.370747245145211,False,-1.267427416623653,-1.344593205034942,-1.3113733486673578,0,1
0.6970134454325699,-0.489045386104582,0.9013180029206754,0.638591738917027,1.4703612243447037,1.1108553490566093,1.5827241347756822,1.5829178040944483,1.864582790860356,2.49829341939142,-1.2852088733488984,1.5138290318192646,False,4.338472330597352,False,2.545710956147386,-0.16710480663457675,-0.16734484554066845,False,-1.370747245145211,False,-1.1939500291428995,-1.344593205034942,-1.3113569795740012,0,1
0.6970134454325699,-0.489045386104582,0.26650281243926777,-0.29261344671703565,1.4703612243447037,1.1108553490566093,1.5042577794656435,1.5044460357383822,1.6213079258554792,2.464710293534772,-1.2852088733488984,1.8433628943205134,False,4.153074869675604,False,2.301528019566678,-0.16710480663457675,-0.16734484554066845,False,-1.3707868077449767,False,-1.257654562131139,-1.344593205034942,-1.311355156988798,0,1
0.6970134454325699,-0.489045386104582,0.9013180029206754,0.1729891460999957,1.4703612243447037,1.1108553490566093,1.425791424155605,1.3998170112636275,1.2320681418476767,2.4870990441058702,-1.2852088733488984,2.7350427575591874,False,4.101575574975118,False,1.9463528390856477,-0.16710480663457675,-0.16734484554066845,False,-1.370747245145211,False,-1.2209158683907622,-1.344593205034942,-1.311345018858605,0,1
0.6970134454325699,-0.489045386104582,0.9013180029206754,0.1729891460999957,1.4703612243447037,1.1108553490566093,1.3211696170755534,1.3213452429075614,1.572652952854504,2.5318765452480685,-1.2852088733488984,2.03720634285066,False,4.359072048477547,False,2.218283836641436,-0.16710480663457675,-0.16734484554066845,False,-1.370747245145211,False,-1.167074679288486,-1.344593205034942,-1.3113673455273447,0,1
0.6970134454325699,-0.489045386104582,0.9013180029206754,0.1729891460999957,1.4703612243447037,1.1108553490566093,1.2427032617655147,1.2428734745514953,0.7820096415886548,2.352766540679277,-1.2852088733488984,2.2892028259398502,False,4.400271484237935,False,1.5023838634843596,-0.16710480663457675,-0.16734484554066845,False,-1.3707175731953867,False,-1.1940405185363487,-1.344593205034942,-1.311324173040343,0,1
0.6970134454325699,-0.489045386104582,0.26650281243926777,-0.29261344671703565,1.4703612243447037,1.1108553490566093,1.1537747257474706,1.1460916269123471,1.3050506013491396,2.3303777901081775,-1.2852088733488984,2.405508895057938,False,4.482670355758712,False,2.035146634205905,-0.16710480663457675,-0.16734484554066845,False,-1.370747245145211,False,-1.267427416623653,-1.344593205034942,-1.3113673455273447,0,1
0.6970134454325699,-0.489045386104582,0.9013180029206754,0.638591738917027,1.4703612243447037,1.1108553490566093,1.0622306445524257,1.0545412304969366,1.207740655347189,2.363960915964826,-1.2852088733488984,1.804594204614484,False,4.369371907417643,False,1.9019559415255187,-0.16710480663457675,-0.16734484554066845,False,-1.3707769170950352,False,-1.250388263837168,-1.344593205034942,-1.3113682978281134,0,1
0.6970134454325699,-0.489045386104582,0.9013180029206754,-0.29261344671703565,1.4703612243447037,1.1108553490566093,0.9759176537113832,0.9708380109171326,1.8159278178593807,2.4087384171070245,-1.2852088733488984,1.1261421347589715,False,4.204574164376089,False,2.368123365906871,-0.16710480663457675,-0.16734484554066845,False,-1.3707868077449767,False,-1.2306887228832761,-1.344593205034942,-1.3113673455273447,0,1
