clamp_pressure,feedrate,X1_OutputCurrent,Y1_OutputCurrent,M1_CURRENT_FEEDRATE,S1_OutputCurrent,Machining_Process_Layer 1 Down,Z1_ActualPosition,Z1_CommandPosition,X1_DCBusVoltage,X1_OutputVoltage,S1_DCBusVoltage,Y1_DCBusVoltage,Y1_OutputVoltage,Machining_Process_Repositioning,X1_OutputPower,S1_ActualPosition,S1_CommandPosition,Machining_Process_Layer 2 Up,S1_ActualVelocity,S1_CurrentFeedback,S1_CommandVelocity,S1_OutputPower,tool_condition,experiment_id
0.6970134454325699,-0.9375142710719044,0.26650281243926777,-0.29261344671703565,-0.8523785718947391,-0.8183786065283243,False,-0.6797224433304325,-0.6796848501721239,0.28329616832865756,-0.25328402579664955,0.42426871236486885,1.048604755346913,0.32152734395946436,False,-0.2895859142863389,0.37681147458594655,0.37740779414571357,False,0.7418955823520534,-0.0016617810561913977,0.7461365523925,0.43147975506007163,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,-0.29261344671703565,-0.8523785718947391,-1.0327379349266501,False,-0.6797224433304325,-0.6796848501721239,0.6433429685358751,-0.12678758506993998,0.856940458624929,0.325568692329467,0.13200993946167686,False,-0.2635027369697632,0.38192667472281666,0.3816703343623519,False,0.7379393223754668,0.7946448812968013,0.7461365523925,0.8985172133874186,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,-0.29261344671703565,-0.8523785718947391,-0.8183786065283243,False,-0.6797224433304325,-0.6796848501721239,0.1227347574254391,-0.17940114891202277,0.7212003029354982,0.7365168032133773,0.15466962912989046,False,-0.26239281453075997,0.3861893415035418,0.3859328745789903,False,0.7418955823520534,0.6317639730882346,0.7461365523925,0.7618233231452682,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,-0.29261344671703565,-0.8523785718947391,-0.6040192781299983,False,-0.6797224433304325,-0.6796848501721239,0.3635768737802668,-0.05514358324242316,0.3224635955977958,1.1067577899059569,0.2504583172727941,False,-0.22188064550714245,0.3904520082842669,0.39104792283895634,False,0.7418955823520534,0.28790427798126045,0.7461365523925,0.340350494898638,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,-0.29261344671703565,-0.8523785718947391,-0.8183786065283243,False,-0.6797224433304325,-0.6796848501721239,0.31248915212924294,0.22583523642486963,0.9205686566043496,1.0098360656408838,0.19380909310225972,False,-0.2191058394096344,0.395567208421137,0.3953104630555947,False,0.7379393223754668,0.6408129124331551,0.7461365523925,0.978255316028673,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,0.1729891460999957,-0.8523785718947391,-1.0327379349266501,False,-0.6797224433304325,-0.6796848501721239,0.6822669469366552,0.20344648585377048,0.5366785287951784,0.5349196167420249,0.059910926880996807,False,-0.13419677282588807,0.3998298752018621,0.39957300327223305,False,0.7458518423286401,0.3150510960160216,0.7461365523925,0.5340001727416844,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,-0.29261344671703565,-0.8523785718947391,-0.6040192781299983,False,-0.6797224433304325,-0.6796848501721239,0.2881616656287552,-0.05066583312820335,0.4221477724322215,0.9710673759348545,0.015621533438579013,False,-0.18247839892252815,0.4040925419825872,0.40468805153219906,False,0.7379393223754668,0.5322256402941107,0.7461365523925,0.45426207010043007,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,0.1729891460999957,-0.8523785718947391,-1.0327379349266501,False,-0.6797224433304325,-0.6796848501721239,0.9644657903423121,0.2930014881381666,0.8357310592984554,1.49444468696625,0.13097995356766717,False,-0.09035483648526091,0.4092077421194573,0.4089505917488374,False,0.7379393223754668,0.5050788222593495,0.7461365523925,0.8871260558672394,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,0.1729891460999957,-0.8523785718947391,-0.8183786065283243,False,-0.6797224433304325,-0.6796848501721239,1.134758195845726,0.30419586342371613,0.6384836455622516,1.2424482038770595,0.17011941754003623,False,-0.06316173672968202,0.41347040890018244,0.41321313196547577,False,0.7418955823520534,0.6317639730882346,0.7461365523925,0.6820852205040138,0,11
0.6970134454325699,-0.9375142710719044,0.26650281243926777,0.1729891460999957,-0.8523785718947391,-0.3896599497316724,False,-0.6797224433304325,-0.6796848501721239,0.5411675252338267,0.1373996716690284,0.6384836455622516,0.7055018514485538,-0.0008582408655764362,False,-0.14363111355741545,0.41773307568090756,0.4183281802254418,False,0.7379393223754668,0.5231767009491902,0.7461365523925,0.6820852205040138,0,11
