clamp_pressure,feedrate,X1_OutputCurrent,Y1_OutputCurrent,M1_CURRENT_FEEDRATE,S1_OutputCurrent,Machining_Process_Layer 1 Down,Z1_ActualPosition,Z1_CommandPosition,X1_DCBusVoltage,X1_OutputVoltage,S1_DCBusVoltage,Y1_DCBusVoltage,Y1_OutputVoltage,Machining_Process_Repositioning,X1_OutputPower,S1_ActualPosition,S1_CommandPosition,S1_ActualVelocity,S1_CurrentFeedback,S1_CommandVelocity,S1_OutputPower,tool_condition,experiment_id
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.005550393043905163,0.005635260137520039,-0.9865986269967985,-0.8564369661820571,-1.2852088733488984,-0.8859528609839483,-0.5817702850870555,False,-0.41120011592792166,-0.10657493834828027,-0.10681677446440378,-0.18782551214580637,-1.195940795798782,-1.344593205034942,-1.2983814259543405,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.005550393043905163,0.005635260137520039,-0.950107397246067,-0.7581503511749325,-1.2852088733488984,-0.7832158332629706,-0.5560206377368127,False,-0.40988485783770284,-0.1040173382798452,-0.10425925033442077,-0.30255705146681877,-1.2612741378691072,-1.344593205034942,-1.3106759022658698,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.1041943317340583,1.4703612243447037,1.539574005853261,False,0.005550393043905163,0.005635260137520039,-1.0839085729987492,-0.8299062967553048,-1.2852088733488984,-0.8898297299545512,-0.6969227080373417,False,-0.4111224213571914,-0.10231227156755517,-0.10255423424776543,-0.4172885907878312,-1.3173775618076133,-1.344593205034942,-1.3254923808523669,1,16
-1.2787998312682194,1.6038094104095892,1.536133193402083,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.06047684176093208,0.07102840043424177,-1.0498500918980664,-0.7144922875612892,-1.2852088733488984,-0.7328165366451327,-0.6106098901193274,False,-0.4138861282303094,-0.0997546714991201,-0.09999671011778241,-0.5320201301088437,-1.2410705709937033,-1.344593205034942,-1.3047946476382013,1,16
-1.2787998312682194,1.6038094104095892,1.536133193402083,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.18602301025699405,0.19658322980394743,-0.9476746485960181,-0.7133728500327343,-1.2852088733488984,-0.7696467918658605,-0.5951601017091818,False,-0.41098923066451104,-0.09804960478683006,-0.09829169403112706,-0.626970369546923,-1.2667035014760593,-1.344593205034942,-1.3297071091348331,1,16
-1.2787998312682194,1.6038094104095892,1.536133193402083,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.32203135946106093,0.33260096162112873,-0.9793003810466523,-0.3831387791090238,-1.2852088733488984,-0.7541393159834487,-0.5127612301884046,False,-0.4140415173717699,-0.09719707143068504,-0.0974391859877994,-0.7377456488913489,-1.1886111549293965,-1.344593205034942,-1.3115245435011231,1,16
-1.2787998312682194,1.6038094104095892,1.536133193402083,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.4528086183111254,0.4633872422145722,-0.9987623702470423,-0.6350122230338878,-1.2852088733488984,-0.5312193501737803,-0.7017636417391873,False,-0.41305368640105705,-0.095492004718395,-0.09573416990114406,-0.8366521483060149,-1.222997124440094,-1.344593205034942,-1.316721189561829,1,16
-1.2787998312682194,1.6038094104095892,1.536133193402083,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.5835858771611898,0.5941735228080157,-1.1447272892499685,-0.5656070962634808,-1.2852088733488984,-0.8704453851015366,-0.6671561157004608,False,-0.41223234379619467,-0.09463947136224998,-0.09488166185781638,-0.9355586477206808,-1.249691495507609,-1.344593205034942,-1.3204347069134075,1,16
-1.2787998312682194,1.6038094104095892,1.536133193402083,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.7143631360112542,0.7249598034014592,-1.074177578398554,-0.46821603127920014,-1.2852088733488984,-0.7056784538509121,-0.7219513652617776,False,-0.41223234379619467,-0.09378693800610495,-0.0940291538144887,-1.029717635163443,-1.2655271393612195,-1.344593205034942,-1.3246949998259545,1,16
-1.2787998312682194,1.6038094104095892,1.536133193402083,1.1041943317340583,1.4703612243447037,1.3252146774549352,False,0.8451403948613188,0.8557460839949026,-1.0790430756986515,-0.7122534125041794,-1.2852088733488984,-0.8026001781159853,-0.7299852552350534,False,-0.41383618172055425,-0.09293440464995993,-0.09317664577116104,-1.1211072406225941,-1.3249786708573466,-1.344593205034942,-1.3229863261979276,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.4128649995864265,-0.09208187129381491,-0.09232413772783336,-1.3707076825454452,-1.223902018374586,-1.344593205034942,-1.3113673455273447,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.370747245145211,-1.2030894578812692,-1.344593205034942,-1.311394000835942,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.4125409022342375,-0.09208187129381491,-0.09232413772783336,-1.3707175731953867,-1.017857669490749,-1.344593205034942,-1.3113340833473857,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41303703756447196,-0.09208187129381491,-0.09232413772783336,-1.3707175731953867,-1.223902018374586,-1.344593205034942,-1.3112595851772038,1,16
-1.2787998312682194,1.6038094104095892,2.805763574364898,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.4132590220522726,-0.09208187129381491,-0.09232413772783336,-1.3707076825454452,-1.1309694113022537,-1.344593205034942,-1.3113673455273447,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.3706780105956207,-1.249474320963331,-1.344593205034942,-1.3113385258988186,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41153864227181763,-0.09208187129381491,-0.09232413772783336,-1.3707868077449767,-1.223902018374586,-1.344593205034942,-1.3113673455273447,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.3707076825454452,-1.244696480989213,-1.344593205034942,-1.311396392979021,1,16
-1.2787998312682194,1.6038094104095892,2.805763574364898,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.3708164796948012,-1.2030894578812692,-1.344593205034942,-1.311378258256249,1,16
-1.2787998312682194,1.6038094104095892,2.805763574364898,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41283170191325635,-0.09208187129381491,-0.09232413772783336,-1.370747245145211,-1.223902018374586,-1.344593205034942,-1.3113228061014408,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41110577252060637,-0.09208187129381491,-0.09232413772783336,-1.3706780105956207,-1.1264449416297937,-1.344593205034942,-1.3113673455273447,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.370747245145211,-1.1056323811364768,-1.344593205034942,-1.311327932122325,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41126116166206683,-0.09208187129381491,-0.09232413772783336,-1.3708263703447428,-1.223902018374586,-1.344593205034942,-1.311439679377598,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.4132423732156876,-0.09208187129381491,-0.09232413772783336,-1.370747245145211,-1.1774809595351445,-1.344593205034942,-1.3113673455273447,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.3707076825454452,-1.1982935200284612,-1.344593205034942,-1.3113673455273447,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.4130647856254471,-0.09208187129381491,-0.09232413772783336,-1.3705889947461476,-1.1982935200284612,-1.344593205034942,-1.3112824814038193,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.3708263703447428,-1.1309694113022537,-1.344593205034942,-1.311516569690859,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41102252833768116,-0.09208187129381491,-0.09232413772783336,-1.370747245145211,-1.244696480989213,-1.344593205034942,-1.3113673455273447,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.4128372515254514,-0.09208187129381491,-0.09232413772783336,-1.370747245145211,-1.1518724611890196,-1.344593205034942,-1.311393545189641,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41369189180348387,-0.09208187129381491,-0.09232413772783336,-1.3707868077449767,-1.1309694113022537,-1.344593205034942,-1.3114004937957284,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.3707175731953867,-1.1518724611890196,-1.344593205034942,-1.311341601511349,1,16
-1.2787998312682194,1.6038094104095892,2.805763574364898,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41294824376935174,-0.09208187129381491,-0.09232413772783336,-1.3707076825454452,-1.223902018374586,-1.344593205034942,-1.3114110875722222,1,16
-1.2787998312682194,1.6038094104095892,2.805763574364898,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.4098460105523377,-0.09208187129381491,-0.09232413772783336,-1.3707868077449767,-1.223902018374586,-1.344593205034942,-1.3113662314721393,1,16
-1.2787998312682194,1.6038094104095892,2.805763574364898,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41085049035963567,-0.09208187129381491,-0.09232413772783336,-1.3708164796948012,-1.1774809595351445,-1.344593205034942,-1.3114260099885735,1,16
-1.2787998312682194,1.6038094104095892,2.805763574364898,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.3707175731953867,-1.1774809595351445,-1.344593205034942,-1.3113069723924877,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.4132923197254427,-0.09208187129381491,-0.09232413772783336,-1.370747245145211,-1.1982935200284612,-1.344593205034942,-1.311409834544895,1,16
-1.2787998312682194,1.6038094104095892,2.1709483838834904,1.5697969245510897,1.4703612243447037,1.539574005853261,False,1.6873459418557335,1.687546828569203,-1.5412653192079173,-0.92718541798673,-1.2852088733488984,-1.1805949027497709,-0.749657985810639,False,-0.41223234379619467,-0.09208187129381491,-0.09232413772783336,-1.3708164796948012,-1.1518724611890196,-1.344593205034942,-1.311404822435586,1,16
