S1_ActualPosition,X1_DCBusVoltage,S1_OutputCurrent,X1_OutputPower,X1_OutputVoltage,X1_OutputCurrent,Y1_OutputCurrent,Y1_DCBusVoltage,Y1_OutputVoltage,X1_CurrentFeedback,S1_CurrentFeedback,Z1_ActualPosition,Y1_OutputPower,Y1_CurrentFeedback,S1_CommandPosition,Y1_ActualAcceleration,S1_OutputPower,S1_ActualAcceleration,Y1_ActualVelocity,tool_condition,X1_ActualVelocity,X1_ActualAcceleration,S1_DCBusVoltage,Y1_ActualPosition,S1_ActualVelocity,successful_part,experiment_id,time_step
-1.1636251283161818,-0.33399780850221644,0.06438403009590878,-0.3555135310559161,-0.659796671026323,0.09613853353179781,0.05032959167087091,-0.10215684416601892,0.6515190975822128,-0.4831732588296449,0.3553477130538746,-0.5716324413000347,0.030434520373882442,0.6209909667273216,-1.1638579468253327,-0.9389360766613182,0.22974107829586146,1.4242859987996563,1.059938846339791,1.5493825298298873,0.014679441223751958,-1.115679257710109,0.23324349748050657,-0.19342966735473321,0.6394024667989678,1,15,0
-1.1551350388632047,-0.4196702315248845,-0.15798125568808108,-0.36566380988719754,-0.5967205224492143,0.09613853353179781,0.05032959167087091,0.2612583961101177,0.617238486586351,-0.23188123100598795,0.9371652730928821,-0.5716324413000347,0.11144025668699463,0.6679260152685755,-1.1553681001806293,0.2270181250262472,0.8084316254563045,0.3689875311589779,1.0976634004424681,1.5493825298298873,-0.00306808320837715,-1.606002647394222,0.762351300616246,-0.1742100730569181,0.6352262443024937,1,15,1
-1.1551350388632047,-0.4092856954009246,0.06438403009590878,-0.36535052967635545,-0.7357455029865152,0.09613853353179781,-0.44731854415442607,0.9227557997588156,0.8000684118976142,-0.4448811403041353,0.2695057779661523,-0.5716324413000347,0.3318301649802104,1.121631484500696,-1.1553681001806293,0.8472858719794402,0.5311424049419258,0.4384982086682441,1.068139836362112,1.5493825298298873,0.005805679007687405,-1.4611343731693704,0.4944201151985737,-0.15499047875910346,0.6394024667989678,1,15,2
-1.1466449494102273,-0.3963050252459749,0.06438403009590878,-0.3700497328389858,-0.4808663720014634,0.09613853353179781,0.05032959167087091,1.045255318953019,0.8914833745532459,-0.10049139931533302,0.6224115111045666,-0.5716324413000347,0.3725593061432277,1.289256657862317,-1.146878253535926,-0.16204761604860135,0.21768502523001887,-0.5156938189589562,1.0468172623040772,1.5493825298298873,0.01911632233178424,-1.0454738632780654,0.20172218154901567,-0.13577088446128838,0.6352262443024937,1,15,3
-1.1466449494102273,-0.3599591488121158,-0.15798125568808108,-0.36497459342334504,-0.7267346246183569,0.09613853353179781,-0.44731854415442607,0.9227557997588156,0.8572027635573839,-0.4448811403041353,0.6319495038920915,-0.5716324413000347,0.2956264839464172,1.3674817387644067,-1.146878253535926,-0.9389360766613182,0.7722634662587768,-0.23006812592088027,1.0402564702862203,1.5493825298298873,0.014679441223751958,-1.1825415381215787,0.7375845523843603,-0.11655129016347372,0.6352262443024937,1,15,4
-1.1381548599572502,-0.3677475509050857,-0.15798125568808108,-0.3605260144293884,-0.5658260823298141,0.09613853353179781,-0.44731854415442607,0.8615060401617138,0.48011604260290364,-0.21991494396676622,0.19320183566595453,-0.5716324413000347,0.31372832446331383,1.5552219329294223,-1.1383884068912227,0.459463152441572,0.3020773966909169,1.7276053188400908,1.1091447864737176,1.5493825298298873,0.014679441223751958,-1.115679257710109,0.29628612934348836,-0.09733169586565907,0.6394024667989678,1,15,5
-1.1381548599572502,-0.3729398189670655,-0.15798125568808108,-0.3698680303166974,-0.5246334955039471,0.09613853353179781,-0.44731854415442607,0.9840055593559173,0.9143371152171536,-0.14811722173143566,1.070697172118228,-0.5716324413000347,0.3589829257555553,0.9987063573688407,-1.1383884068912227,0.7702185366866586,0.39852582121765745,-1.2581942378079365,1.12554676651836,1.5493825298298873,0.014679441223751958,-1.115679257710109,0.38859855457142567,-0.08451863300044901,0.6352262443024937,1,15,6
-1.1296647705042728,-0.31582487028528694,-0.15798125568808108,-0.36991815515043214,-0.5117608121208637,0.09613853353179781,-0.44731854415442607,1.964001712909544,1.0171789482047393,-0.040659964119224214,0.3553477130538746,-0.5716324413000347,0.6214596132505557,1.830127217242481,-1.1298985602465195,0.6148408445641154,0.5793666172052957,1.8697862501090445,1.068139836362112,1.5493825298298873,0.014679441223751958,-1.115679257710109,0.5552112244950204,-0.052485975837424294,0.6394024667989678,1,15,7
-1.1211746810512957,-0.36255528284310584,-0.15798125568808108,-0.3698680303166974,-0.8760577518621246,0.09613853353179781,-0.44731854415442607,-0.09807352685954536,0.6400922272502589,-0.5525777236571311,0.4602656337166465,-0.5716324413000347,0.02274123815420141,0.41313575175891154,-1.1214087136018163,0.8472858719794402,0.4467500334810277,-0.0780925082756209,1.0976634004424681,1.5493825298298873,0.010242560115719682,-1.2605475319349604,0.4111137802367763,-0.052485975837424294,0.6352262443024937,1,15,8
-1.1211746810512957,-0.34957461268815615,0.06438403009590878,-0.3603380463028832,-0.6971274528372651,0.09613853353179781,-0.44731854415442607,0.4347993816352389,0.6743728382461208,-0.37308341806880474,0.5461075688043688,-0.5716324413000347,0.1960663611034861,1.0299963897296767,-1.1214087136018163,0.6148408445641154,0.494974245744398,-1.710013641618167,1.068139836362112,1.5493825298298873,0.005805679007687405,-1.539140366982752,0.47640793466629316,-0.02045331867439958,0.6352262443024937,1,15,9
0.07473931929508142,0.810897299164345,-0.15798125568808108,0.35857738153738145,0.8089765029834959,0.09613853353179781,0.05032959167087091,0.16325878075475506,-0.19978274214835615,1.5606685674694316,0.38396169141644876,-0.5985547138715602,-0.28770532671057486,-1.0642007761348413,0.07481067863687729,0.6931512013938771,0.22974107829586146,-0.6799917839808582,0.08402103368357668,1.5493825298298873,1.070657144935434,-0.5584935876145258,0.21523131694822606,-0.9013513906575792,0.6352262443024937,1,15,10
0.07923906670515937,0.11772951289003215,-0.6027118272560608,0.12111098171913123,0.7317404026849954,0.09613853353179781,0.05032959167087091,0.1693837567144651,-0.1666448181856897,1.1586013229515806,0.7082534461922889,-0.5985547138715602,-0.2926833328527214,-0.8898705958387554,0.07931029735857002,0.8472858719794402,0.736095307061249,-0.23607132079668056,0.08812152869473722,1.5493825298298873,1.097278431583628,-0.976382840186213,0.690302578487124,-0.9013513906575792,0.6352262443024937,1,15,11
0.08373881411523731,0.19042126575775062,-0.6027118272560608,0.18063422177911476,0.6416316190034115,0.09613853353179781,0.05032959167087091,0.12855058364973063,-0.12436539795746009,1.1609945803594248,0.38396169141644876,-0.5985547138715602,-0.3024583267318456,-0.8898705958387554,0.08389481454670981,0.925596228809202,0.2538531844275466,1.809754301351042,0.09222202370589778,1.5493825298298873,1.1203502133453958,-0.2799007525667344,0.25350720057932213,-0.9013513906575792,0.6435786892954419,1,15,12
0.08832346241984504,0.7226287421106872,-0.3803465414720709,0.35231177732054103,0.5515228353218273,0.09613853353179781,-0.44731854415442607,0.18980034324683234,-0.18149974961722984,1.5822078841400309,0.6414874966796159,-0.5985547138715602,-0.28770532671057486,-0.9949157044787046,0.08839443326840254,0.925596228809202,0.43469398041518514,-0.9485557652666596,0.09222202370589778,1.5493825298298873,1.115025956015757,0.1379885000049528,0.4111137802367763,-0.9013513906575792,0.6352262443024937,1,15,13
0.092823209829923,0.6213795149020797,-0.8250771130400506,0.30218694358581805,0.8475945531327462,0.09613853353179781,-0.44731854415442607,0.14080053556915104,-0.17350094038486202,1.2256125303712224,0.48887961207922076,-0.5985547138715602,-0.29761608439357573,-0.9211606281995913,0.09289405199009529,0.7702185366866586,0.627590829468666,1.6612542175812457,0.08812152869473722,1.5493825298298873,1.0795309071514987,-0.48940256452267356,0.6047447209587918,-0.9013513906575792,0.6394024667989678,1,15,14
0.09732295724000094,0.2657091526564588,-0.6027118272560608,0.17436861756227442,0.8089765029834959,0.09613853353179781,-0.44731854415442607,0.12650892499649413,-0.2294926050114364,1.2926237377908643,0.36488570584139945,-0.5985547138715602,-0.29748032058969903,-0.9636256721178688,0.09747856917823507,0.8472858719794402,0.5311424049419258,-0.2142702446687743,0.08812152869473722,1.5493825298298873,1.097278431583628,-0.976382840186213,0.4921685926320386,-0.9013513906575792,0.6352262443024937,1,15,15
0.10190760554460865,0.24494008040853904,-0.3803465414720709,0.2326387367788899,0.718867719301912,0.09613853353179781,0.05032959167087091,0.17755039132741193,-0.1586460089533219,1.1322754914652926,0.3553477130538746,-0.5985547138715602,-0.27761355062240506,-0.9636256721178688,0.10197818789992781,0.7702185366866586,0.5673105641394531,-2.000694656656917,0.08812152869473722,1.5493825298298873,1.1469714999935894,0.20819389443699626,0.5281929536965997,-0.9013513906575792,0.6352262443024937,1,15,16
0.10640735295468662,0.7226287421106872,-1.0474423988240404,0.3899054026215833,0.718867719301912,0.09613853353179781,0.05032959167087091,0.14692551152886138,-0.24206216237658576,1.2519383618575102,0.3267337346913004,-0.5985547138715602,-0.2926833328527214,-0.9569206651834038,0.10647780662162055,0.8472858719794402,0.5673105641394531,2.451148280186544,0.09222202370589778,1.5493825298298873,1.1203502133453958,0.20819389443699626,0.5439536116623451,-0.9013513906575792,0.6394024667989678,1,15,17
0.11090710036476455,1.0627223001703687,-0.6027118272560608,0.4274990279226256,0.8089765029834959,0.09613853353179781,0.05032959167087091,0.1571338047950447,-0.22035110874587324,1.610926973034163,0.6987154534047644,-0.5985547138715602,-0.2876600721092826,-0.9949157044787046,0.11106232380976032,0.925596228809202,0.6999271478637213,-0.7968961052464423,0.09222202370589778,1.5493825298298873,1.0653328876057955,-0.4191971700906301,0.654278217422563,-0.9013513906575792,0.6352262443024937,1,15,18
0.11549174866937227,0.6810905976148485,-0.3803465414720709,0.30845254780265846,0.6545043023864948,0.09613853353179781,0.05032959167087091,0.2102169297791996,-0.23863410127699955,1.522376448943922,0.39349968420397363,-0.5985547138715602,-0.2780208420340352,-0.9949157044787046,0.11556194253145308,0.6148408445641154,0.33824555588844457,-0.012942045991935902,0.08402103368357668,1.5493825298298873,1.0884046693675633,-0.6977900051384216,0.30754374217616365,-0.9013513906575792,0.6394024667989678,1,15,19
-1.0277836970685457,0.7667630206375163,0.06438403009590878,0.3836397984047429,0.6158862522372445,0.09613853353179781,0.05032959167087091,-0.9351535746866014,-0.7134205635696861,1.2591181340810433,0.38396169141644876,-0.5716324413000347,-0.29338025371262194,0.10582293392927311,-1.02802040051008,-0.006669923926058027,0.21768502523001887,1.4306051513004987,0.0676190536389344,1.5493825298298873,1.1380977377775248,0.4867867294847877,0.2242374072143663,0.07564465281467456,0.6394024667989678,1,15,20
-1.0192936076155685,1.1665676614099663,-0.15798125568808108,0.50268627852471,0.6931223525357451,0.09613853353179781,0.05032959167087091,-0.9126953295009974,-0.7001653939846195,1.6899044674930266,0.9753172442429808,-0.5716324413000347,-0.2915474423602862,0.172202502580475,-1.0195305538653767,0.07101892213521364,0.8325437315879897,0.39110456491192624,0.0676190536389344,1.5493825298298873,1.1061521937996925,0.34749031196089203,0.7848665262815966,0.07564465281467456,0.6352262443024937,1,15,21
-1.0192936076155685,0.9173387944349326,0.06438403009590878,0.3899054026215833,0.8089765029834959,0.09613853353179781,0.05032959167087091,-1.0025283102434133,-0.6157208222314798,1.481691073010568,0.12643588615328163,-0.5716324413000347,-0.2926833328527214,0.12549095427037,-1.0195305538653767,-0.0843587699873297,0.5190863518760831,0.5743599874363554,0.0676190536389344,1.5493825298298873,1.1026026889132665,-0.2799007525667344,0.4809109797993633,0.07564465281467456,0.6394024667989678,1,15,22
-1.0108035181625912,0.7615707525755363,0.06438403009590878,0.3272493604531795,0.5901408854710777,0.09613853353179781,0.05032959167087091,-0.9045286948880507,-0.6591429294929049,1.3644214600261948,0.6224115111045666,-0.5716324413000347,-0.2919637846921748,0.23880557146282574,-1.0110407072206735,-0.006669923926058027,0.2538531844275466,-0.610481106471592,0.0676190536389344,1.5493825298298873,1.115025956015757,-0.2108097294748821,0.2377465426135767,0.07564465281467456,0.6352262443024937,1,15,23
