S1_ActualPosition,X1_OutputCurrent,S1_OutputCurrent,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputPower,Y1_OutputVoltage,Z1_ActualPosition,X1_OutputVoltage,Y1_DCBusVoltage,S1_CurrentFeedback,tool_condition,Y1_CurrentFeedback,X1_CurrentFeedback,Y1_OutputPower,S1_CommandPosition,S1_DCBusVoltage,Y1_ActualAcceleration,S1_OutputPower,S1_ActualAcceleration,S1_ActualVelocity,Y1_ActualVelocity,X1_ActualAcceleration,Z1_ActualVelocity,X1_ActualVelocity,successful_part,experiment_id,time_step
-0.7245480827268279,0.8730365380604668,1.052576907811927,0.5933277443269727,-1.0386326110177126,-0.43008093328627856,-0.4930824793945819,1.6269421927202152,-0.7309994018801972,-0.7049065535144908,-1.2119975564123295,0.80212835662606,-0.22599384741277706,-0.1309241618406658,-0.3393568658727715,-0.7247742298691966,-1.21350191927403,-0.316005398153904,-1.2407329205180595,-0.02359751556404274,-1.2973290794361234,0.07157874270730691,0.04671624517554246,0.04686453532478497,0.054519393978835526,0,6,0
-0.7245480827268279,0.8730365380604668,1.052576907811927,0.5933277443269727,-0.9913767547672067,-0.43008093328627856,-0.6212663607114003,1.6269421927202152,-0.7449940670458097,-0.7315967717900989,-1.0954439307878368,0.80212835662606,0.021354575004257727,0.2476235344976227,-0.3391862085164176,-0.7247742298691966,-1.21350191927403,-0.1363282316815547,-1.240655591227857,-0.031749103841934266,-1.2973680584856362,0.07509796434111701,0.1607229670836529,0.04974187019993216,0.05816946554780786,0,6,1
-0.7245480827268279,0.8730365380604668,1.052576907811927,0.5933277443269727,-1.088251260080744,-0.42972211185748277,-0.6606158312551678,1.6269421927202152,-0.6610260760521345,-0.8021352058042058,-1.2119975564123295,0.80212835662606,0.09066906144441753,0.39937404941497284,-0.3391675263688872,-0.7247742298691966,-1.21350191927403,-0.19653919704196965,-1.2406975537397462,0.035419983567891916,-1.2972023975252067,0.07509796434111701,0.10349250110587635,0.04974187019993216,0.054519393978835526,0,6,2
-0.7245480827268279,0.8730365380604668,1.052576907811927,0.5933277443269727,-1.1307815307061995,-0.43014305759335364,-0.4761900299187221,1.6269421927202152,-0.8233641919732398,-0.7030001093519473,-1.1883815290323283,0.80212835662606,-0.08434056585236065,0.05846805646491945,-0.3386127478139624,-0.7247742298691966,-1.21350191927403,-0.25579443279348907,-1.2407349674698591,-0.015445927286151212,-1.2973290794361234,0.07157874270730691,-0.010060010754791435,0.04686453532478497,0.054519393978835526,0,6,3
-0.7245480827268279,0.8730365380604668,0.8399221035230839,0.1410640768616945,-0.9299441416415489,-0.43058381884096397,-0.5050065613775417,1.6269421927202152,-0.7902076006577886,-0.8040416499667493,-1.2357033785732434,0.80212835662606,-0.11925354105641933,0.020826353076684376,-0.3387914466164272,-0.7247742298691966,-1.21350191927403,-0.25579443279348907,-1.2406816330035282,-0.015445927286151212,-1.2973290794361234,0.07157874270730691,-0.010060010754791435,0.04974187019993216,0.054519393978835526,0,6,4
-0.7245480827268279,0.8730365380604668,0.8399221035230839,0.5933277443269727,-0.8637859428908407,-0.43008093328627856,-0.6083486052298605,1.6269421927202152,-0.10662203295286907,-0.8002287616416623,-1.2126261198787176,0.80212835662606,-0.05120659575424128,1.2303324072307282,-0.33936815638801815,-0.7247742298691966,-1.21350191927403,-0.19653919704196965,-1.2407075610596547,0.0008572492696318413,-1.2972901003866109,0.07509796434111701,0.04671624517554246,0.04974187019993216,0.054519393978835526,0,6,5
-0.7245480827268279,0.8730365380604668,1.052576907811927,0.5933277443269727,-0.9299441416415489,-0.4291276465052988,-0.6432265450300181,1.6269421927202152,-0.6491844362966163,-0.7830707641787714,-1.2357033785732434,0.80212835662606,0.08911243197672064,-0.24455949282401696,-0.33936815638801815,-0.7247742298691966,-1.21350191927403,-0.316005398153904,-1.2405912259657175,0.009008837547523367,-1.2972901003866109,0.07157874270730691,-0.010060010754791435,0.04974187019993216,0.054519393978835526,0,6,6
-0.7245480827268279,0.8730365380604668,1.052576907811927,0.5933277443269727,-1.0079163044548838,-0.43008093328627856,-0.45929758044286234,1.6269421927202152,-0.7116221731893491,-0.8402640890550744,-1.2357033785732434,0.80212835662606,-0.1555007700899325,-0.1309241618406658,-0.33936815638801815,-0.7247742298691966,-1.21350191927403,-0.19653919704196965,-1.2405867909034856,-0.015445927286151212,-1.2973680584856362,0.07157874270730691,-0.06683626668512532,0.04686453532478497,0.050869322409863194,0,6,7
-0.7245480827268279,0.8730365380604668,1.052576907811927,0.5933277443269727,-1.0220930613300356,-0.4285706699591083,-0.3340947196217839,1.6269421927202152,-0.7632947830316107,-0.8269189799172705,-1.2587806372677695,0.80212835662606,-0.36831425588792066,0.05846805646491945,-0.33936815638801815,-0.7247742298691966,-1.21350191927403,-0.19653919704196965,-1.240655591227857,-0.02359751556404274,-1.2974070375351492,0.07509796434111701,-0.010060010754791435,0.04974187019993216,0.054519393978835526,0,6,8
-0.7245480827268279,0.8730365380604668,0.8399221035230839,0.1410640768616945,-1.033907025392662,-0.4290312467184581,-0.4324683959812026,1.6269421927202152,-0.7579122195063751,-0.7068129976770342,-1.1658879364137342,0.80212835662606,-0.2971540516503489,0.13429596586901812,-0.33881581463494514,-0.7247742298691966,-1.21350191927403,-0.19653919704196965,-1.240637282381206,-0.015445927286151212,-1.2973680584856362,0.07509796434111701,-0.010060010754791435,0.04974187019993216,0.054519393978835526,0,6,9
