S1_ActualPosition,X1_DCBusVoltage,S1_OutputCurrent,X1_OutputPower,X1_OutputVoltage,X1_OutputCurrent,Y1_OutputCurrent,Y1_DCBusVoltage,Y1_OutputVoltage,X1_CurrentFeedback,S1_CurrentFeedback,Z1_ActualPosition,Y1_OutputPower,Y1_CurrentFeedback,S1_CommandPosition,Y1_ActualAcceleration,S1_OutputPower,S1_ActualAcceleration,Y1_ActualVelocity,tool_condition,X1_ActualVelocity,X1_ActualAcceleration,S1_DCBusVoltage,Y1_ActualPosition,S1_ActualVelocity,successful_part,experiment_id,time_step
245.0,0.103,313.0,0.00319,26.3,324.0,323.0,0.0229,3.38,-6.07,23.3,27.7,-1.36e-06,-2.06,246.0,-6.25,0.177,63.6,-0.025,1,-15.1,18.8,0.932,72.4,53.4,0,9,0
251.0,0.0941,320.0,0.00287,26.4,324.0,323.0,0.0238,1.59,-6.29,18.2,27.7,-4.18e-06,-1.45,251.0,0.0,0.169,30.5,0.0,1,-15.1,-68.7,0.878,72.4,53.4,0,9,1
256.0,0.124,320.0,0.00388,26.9,324.0,323.0,0.0206,2.8,-5.31,19.0,27.7,1.33e-06,-1.94,256.0,0.0,0.168,-41.6,0.0,1,-14.9,125.0,0.871,72.4,53.3,0,9,2
261.0,0.131,314.0,0.00416,26.7,324.0,323.0,0.018,1.33,-7.06,25.7,27.7,1.15e-06,-0.552,262.0,0.0,0.19,7.56,-0.025,1,-14.7,113.0,0.991,72.4,53.3,0,9,3
267.0,0.143,321.0,0.00443,25.1,324.0,323.0,0.0192,0.939,-10.7,21.8,27.7,1.12e-06,0.132,267.0,0.0,0.162,18.1,0.0,1,-14.8,25.0,0.848,72.4,53.3,0,9,4
272.0,0.102,320.0,0.00323,26.2,324.0,323.0,0.0221,2.31,-4.35,22.8,27.7,1.21e-06,-1.63,272.0,-12.5,0.186,-33.8,-0.025,1,-15.1,31.3,0.968,72.4,53.3,0,9,5
277.0,0.0969,315.0,0.00298,24.5,324.0,323.0,0.0894,10.5,-4.13,27.9,27.7,0.000572,5.23,278.0,56.3,0.216,-12.8,3.15,1,-14.6,93.7,1.12,72.4,53.3,0,9,6
283.0,0.0983,320.0,0.00224,20.1,324.0,323.0,0.112,21.7,-4.35,20.8,27.7,0.00255,4.33,283.0,37.5,0.187,-23.3,10.5,1,-10.8,37.5,0.967,73.1,53.3,0,9,7
288.0,0.0575,317.0,0.00035,4.83,324.0,323.0,0.0949,24.0,-3.86,27.2,27.7,0.00284,5.28,289.0,-43.8,0.18,-71.1,14.7,1,-3.13,75.0,0.956,74.5,53.2,0,9,8
293.0,0.0594,315.0,3.72e-05,3.38,324.0,323.0,0.129,24.4,-1.95,18.6,27.7,0.00405,6.93,294.0,-31.3,0.189,26.0,14.9,1,-0.025,-25.0,0.984,75.5,53.4,0,9,9
-454.0,0.031,319.0,1.8e-06,1.68,324.0,323.0,0.0187,1.73,0.535,19.0,39.8,6.44e-07,-0.9,-454.0,6.25,0.162,44.0,0.025,1,0.025,18.8,0.854,73.0,53.5,0,9,10
-449.0,0.0351,320.0,0.0,1.52,325.0,323.0,0.0189,1.58,0.322,20.4,38.3,-7.02e-07,0.699,-448.0,0.0,0.14,3.0,0.0,1,0.025,18.8,0.738,73.0,53.4,0,9,11
-444.0,0.0223,320.0,0.0,0.954,325.0,323.0,0.0223,1.59,0.252,24.3,36.8,8.82e-07,-1.7,-443.0,6.25,0.224,1.81,0.025,1,0.075,37.5,1.16,73.0,53.3,0,9,12
-438.0,0.0292,320.0,0.0,1.21,324.0,324.0,0.0214,0.395,0.75,20.2,35.3,0.0,0.06,-438.0,6.25,0.169,28.3,0.0,1,0.05,25.0,0.88,73.0,53.4,0,9,13
-433.0,0.0265,320.0,5.97e-06,0.661,325.0,323.0,0.0164,1.78,0.764,20.8,33.8,9.35e-07,-1.06,-432.0,0.0,0.169,-75.7,0.0,1,0.025,18.8,0.884,73.0,53.3,0,9,14
-428.0,0.022,320.0,3.67e-06,1.6,325.0,323.0,0.0195,1.74,0.366,19.3,32.3,5.52e-08,1.18,-427.0,-6.25,0.188,46.6,-0.025,1,0.05,25.0,0.983,73.0,53.4,0,9,15
-422.0,0.0191,320.0,2.41e-06,2.19,325.0,323.0,0.0234,0.707,-0.201,27.4,30.8,1.71e-06,-0.739,-422.0,12.5,0.178,-11.1,0.025,1,0.1,43.8,0.938,73.0,53.3,0,9,16
-417.0,0.0191,321.0,4.89e-06,2.4,325.0,323.0,0.0207,1.21,0.0104,22.3,29.3,1.82e-06,-0.579,-416.0,0.0,0.186,-36.2,0.0,1,0.05,25.0,0.968,73.0,53.3,0,9,17
-412.0,0.023,320.0,-1.8e-06,0.985,325.0,323.0,0.0195,1.71,0.124,22.7,27.8,4.85e-07,-0.58,-411.0,6.25,0.19,52.1,0.0,1,0.075,37.5,0.988,73.0,53.4,0,9,18
-406.0,0.101,320.0,0.0031,25.4,324.0,323.0,0.0187,0.692,-6.57,20.0,27.7,0.0,0.38,-406.0,12.5,0.188,-34.1,0.025,1,-14.9,56.3,0.978,73.0,53.3,0,9,19
-1270.0,0.0181,320.0,-1.43e-06,2.32,325.0,323.0,0.031,1.97,0.367,25.3,39.7,2.85e-06,2.3,-1270.0,-12.5,0.187,-38.9,-0.025,1,0.0,-6.25,0.976,73.0,53.3,0,9,20
-1270.0,0.0192,316.0,3.61e-06,0.757,325.0,324.0,0.0364,8.71,0.451,25.6,38.1,-8.59e-07,-5.69,-1270.0,0.0,0.21,22.4,0.0,1,0.0,6.25,1.09,73.0,53.3,0,9,21
-1260.0,0.0271,317.0,3.01e-06,3.2,324.0,323.0,0.0174,1.57,-0.457,16.0,36.6,-4.97e-07,-0.739,-1260.0,12.5,0.193,14.4,0.025,1,0.0,0.0,1.0,73.0,53.4,0,9,22
-1250.0,0.0201,318.0,1.25e-06,1.65,324.0,323.0,0.0161,1.21,-0.0603,19.6,35.1,0.0,-0.899,-1250.0,12.5,0.15,-9.5,0.025,1,0.05,25.0,0.785,73.0,53.3,0,9,23
-1250.0,0.0209,317.0,0.0,1.14,324.0,323.0,0.0236,0.525,-0.09,22.1,33.6,-2.42e-07,0.38,-1250.0,6.25,0.203,-6.69,0.025,1,0.0,6.25,1.05,73.0,53.3,0,9,24
-1240.0,0.0258,317.0,1.45e-06,0.602,324.0,323.0,0.0174,1.09,0.238,16.0,32.1,-9.2e-07,0.859,-1240.0,6.25,0.151,61.2,0.025,1,0.025,18.8,0.794,73.0,53.5,0,9,25
-1240.0,0.0175,318.0,-3.19e-06,1.85,324.0,323.0,0.0199,2.52,0.237,15.9,30.7,9.53e-07,-0.259,-1240.0,-12.5,0.178,28.3,-0.025,1,-0.025,-12.5,0.926,73.0,53.4,0,9,26
-1230.0,0.0182,317.0,3.61e-06,2.2,324.0,323.0,0.0373,1.15,0.58,21.1,29.1,0.0,1.18,-1230.0,6.25,0.216,39.4,0.025,1,0.025,12.5,1.12,73.0,53.4,0,9,27
-1230.0,0.0993,318.0,0.00289,25.8,324.0,323.0,0.0216,0.337,-6.53,19.5,28.7,-4.97e-07,0.54,-1230.0,0.0,0.19,-14.2,0.0,1,-14.9,81.2,0.982,73.0,53.3,0,9,28
-1220.0,0.0959,319.0,0.00303,25.6,323.0,323.0,0.0196,0.724,-3.92,18.6,28.7,2.32e-06,0.38,-1220.0,-12.5,0.147,54.0,-0.025,1,-15.0,50.0,0.776,73.0,53.5,0,9,29
-726.0,0.0819,315.0,0.00253,25.9,324.0,323.0,0.0871,6.25,3.54,17.3,28.7,2.78e-05,-4.01,-726.0,0.0,0.182,-30.3,0.025,1,15.1,25.0,0.946,91.6,53.3,0,9,30
-721.0,0.132,315.0,0.00414,26.1,323.0,323.0,0.0809,4.89,7.02,18.1,28.7,7.73e-05,-4.14,-720.0,-6.25,0.143,54.1,0.0,1,14.9,-12.5,0.758,91.6,53.5,0,9,31
-716.0,0.105,314.0,0.00331,25.1,324.0,323.0,0.0813,4.83,4.93,28.9,28.7,6.44e-05,-3.99,-715.0,-6.25,0.185,19.9,0.0,1,15.1,6.25,0.971,91.6,53.3,0,9,32
-710.0,0.125,314.0,0.00387,24.8,324.0,323.0,0.082,2.95,8.28,18.7,28.7,0.0,-4.93,-710.0,-6.25,0.208,-14.4,0.0,1,14.9,12.5,1.08,91.6,53.3,0,9,33
-705.0,0.132,315.0,0.00428,25.2,324.0,323.0,0.0801,4.84,6.84,22.5,28.7,3.83e-05,-3.75,-704.0,0.0,0.155,-0.125,0.0,1,14.8,-106.0,0.805,91.6,53.4,0,9,34
-700.0,0.0875,314.0,0.00271,24.8,324.0,323.0,0.0821,4.33,5.22,26.6,28.7,3.9e-05,-4.24,-699.0,-6.25,0.203,-25.6,0.0,1,15.1,93.7,1.05,91.6,53.3,0,9,35
-694.0,0.114,314.0,0.00356,25.1,324.0,323.0,0.0828,5.6,6.59,16.0,28.7,7.84e-05,-4.31,-694.0,-6.25,0.164,37.3,0.0,1,14.9,-37.5,0.856,91.6,53.4,0,9,36
-689.0,0.0742,315.0,0.00211,22.3,323.0,323.0,0.0812,4.67,3.04,25.1,28.7,3.85e-05,-3.64,-688.0,-18.8,0.143,-1.44,-0.025,1,14.6,-119.0,0.761,91.6,53.4,0,9,37
-684.0,0.0923,314.0,0.00251,23.4,324.0,323.0,0.0898,13.5,6.44,26.0,28.7,0.00112,-4.26,-683.0,-138.0,0.223,8.94,-5.88,1,13.8,-93.7,1.15,91.4,53.3,0,9,38
-678.0,0.093,314.0,0.00162,17.7,324.0,322.0,0.137,25.9,4.08,18.4,28.7,0.00364,-4.52,-678.0,-43.8,0.17,28.8,-12.4,1,8.67,-50.0,0.881,90.5,53.4,0,9,39
-2050.0,0.0168,327.0,8.26e-07,0.988,327.0,326.0,0.0162,0.909,-0.939,-0.198,119.0,-7.98e-07,0.0554,-2050.0,0.0,-7.63e-07,0.25,0.0,1,0.0,0.0,2.73e-19,158.0,0.001,0,9,40
-2050.0,0.0176,328.0,1.06e-06,0.938,328.0,327.0,0.0199,0.753,-0.939,1.42,119.0,-2.8e-07,0.858,-2050.0,-6.25,1.86e-08,0.0,-0.025,1,0.0,6.25,2.73e-19,158.0,0.0,0,9,41
-2050.0,0.0297,327.0,0.0,2.49,328.0,326.0,0.0167,0.771,-1.9,0.0768,119.0,1.45e-07,0.538,-2050.0,-31.3,-3.56e-07,0.25,-0.075,1,-0.025,-18.8,2.73e-19,158.0,0.002,0,9,42
-2050.0,0.0298,328.0,-1.02e-08,1.26,328.0,326.0,0.0169,1.47,0.659,0.0651,119.0,-1.15e-07,1.65,-2050.0,-6.25,0.0,0.25,-0.025,1,-0.05,-18.8,2.73e-19,158.0,0.001,0,9,43
-2050.0,0.0171,328.0,2.44e-07,1.5,328.0,327.0,0.018,4.76,0.0214,0.071,119.0,-1.81e-06,-2.49,-2050.0,6.25,1.99e-07,-0.5,0.025,1,-0.025,0.0,2.73e-19,158.0,-0.001,0,9,44
-2050.0,0.0219,328.0,-1.11e-06,2.37,328.0,326.0,0.0162,1.05,-1.9,-0.192,119.0,-1.64e-07,1.17,-2050.0,-18.8,2.33e-07,1.38,-0.05,1,0.0,0.0,2.73e-19,158.0,0.00225,0,9,45
