S1_ActualPosition,X1_DCBusVoltage,S1_OutputCurrent,X1_OutputPower,X1_OutputVoltage,X1_OutputCurrent,Y1_OutputCurrent,Y1_DCBusVoltage,Y1_OutputVoltage,X1_CurrentFeedback,S1_CurrentFeedback,Z1_ActualPosition,Y1_OutputPower,Y1_CurrentFeedback,S1_CommandPosition,Y1_ActualAcceleration,S1_OutputPower,S1_ActualAcceleration,Y1_ActualVelocity,tool_condition,X1_ActualVelocity,X1_ActualAcceleration,S1_DCBusVoltage,Y1_ActualPosition,S1_ActualVelocity,successful_part,experiment_id,time_step
1740.0,0.11,321.0,0.0028,20.7,324.0,323.0,0.0253,3.65,5.78,26.0,28.7,2.71e-07,1.14,1740.0,0.0,0.159,-28.3,0.0,1,12.1,106.0,0.843,105.0,53.3,0,10,0
1750.0,0.0994,321.0,0.00245,22.3,324.0,323.0,0.0149,0.575,6.37,21.9,28.7,-7.55e-08,-0.725,1750.0,0.0,0.208,8.62,0.0,1,11.9,-100.0,1.08,105.0,53.3,0,10,1
1750.0,0.0864,321.0,0.00214,21.1,324.0,323.0,0.0222,2.28,3.53,24.8,28.7,0.0,0.756,1750.0,-12.5,0.164,16.3,-0.025,1,12.3,100.0,0.854,105.0,53.4,0,10,2
1760.0,0.105,321.0,0.00259,21.7,324.0,323.0,0.0307,3.88,6.85,23.9,28.7,0.0,1.23,1760.0,-12.5,0.176,-55.3,-0.025,1,11.9,-81.2,0.915,105.0,53.3,0,10,3
1760.0,0.121,317.0,0.00297,20.7,324.0,323.0,0.0176,0.871,9.12,28.2,28.7,4.67e-07,-1.02,1760.0,0.0,0.175,-39.7,0.0,1,11.7,-150.0,0.927,105.0,53.2,0,10,4
1770.0,0.0785,314.0,0.00199,21.2,324.0,323.0,0.0155,1.43,3.63,19.8,28.7,6.83e-07,0.119,1770.0,0.0,0.212,9.87,0.0,1,12.3,93.7,1.1,105.0,53.3,0,10,5
1770.0,0.0975,321.0,0.00246,20.4,324.0,323.0,0.0178,1.61,4.99,14.8,28.7,0.0,-0.341,1770.0,-12.5,0.173,49.7,-0.025,1,12.2,131.0,0.913,105.0,53.4,0,10,6
1780.0,0.0986,317.0,0.00251,21.6,324.0,323.0,0.0168,2.89,5.3,27.0,28.7,4.04e-08,0.296,1780.0,0.0,0.199,-87.4,0.0,1,12.2,106.0,1.04,105.0,53.2,0,10,7
1780.0,0.0932,320.0,0.00234,21.9,324.0,323.0,0.0163,0.988,5.01,20.4,28.7,0.0,-0.473,1780.0,6.25,0.192,-39.3,0.025,1,12.2,93.7,0.995,105.0,53.3,0,10,8
1790.0,0.118,321.0,0.00299,20.9,324.0,323.0,0.0196,2.66,7.05,17.1,28.7,-2.95e-07,0.548,1790.0,0.0,0.142,36.9,0.0,1,11.9,-87.5,0.755,105.0,53.5,0,10,9
1250.0,0.0569,317.0,8.63e-06,4.52,324.0,323.0,0.111,17.7,-4.27,22.3,29.7,0.00291,3.38,1250.0,12.5,0.173,13.0,12.7,1,0.2,93.7,0.9,77.2,53.3,0,10,10
1260.0,0.043,321.0,6.4e-06,2.56,325.0,323.0,0.0232,3.12,-1.7,12.9,29.7,-1.43e-06,1.08,1260.0,12.5,0.156,43.3,-0.05,1,-0.15,-75.0,0.822,77.8,53.5,0,10,11
1260.0,0.0442,320.0,0.0,3.75,323.0,322.0,0.0177,0.738,-0.898,25.1,33.3,-1.14e-06,-0.466,1260.0,-31.3,0.157,-23.7,-0.05,1,-0.175,-87.5,0.83,77.8,53.3,0,10,12
1270.0,0.0456,317.0,-5.85e-06,4.59,323.0,322.0,0.0201,0.104,-0.0535,24.4,38.3,-2.95e-06,-0.466,1270.0,-12.5,0.171,-6.44,-0.025,1,0.2,100.0,0.896,77.8,53.3,0,10,13
1270.0,0.0413,320.0,0.0,2.21,323.0,322.0,0.0244,0.211,-2.2,17.6,43.3,0.0,-0.16,1270.0,-18.8,0.158,-21.8,-0.025,1,-0.15,-75.0,0.822,77.8,53.3,0,10,14
1280.0,0.0512,319.0,-1.32e-05,2.3,323.0,322.0,0.0229,2.91,-0.851,23.7,48.3,-3.31e-06,2.54,1280.0,0.0,0.173,-51.7,-0.025,1,-0.225,-113.0,0.9,77.8,53.3,0,10,15
1280.0,0.0569,318.0,0.0,3.17,323.0,322.0,0.0193,0.89,-5.28,28.2,53.1,0.0,-0.303,1280.0,12.5,0.174,-51.1,0.025,1,0.2,106.0,0.924,77.8,53.2,0,10,16
1290.0,0.312,320.0,0.0212,52.5,323.0,322.0,0.291,29.2,17.9,23.1,54.7,0.00993,-17.4,1290.0,-444.0,0.182,-7.56,-14.9,1,30.3,825.0,0.953,77.5,53.3,0,10,17
1290.0,0.168,320.0,0.0159,64.6,322.0,321.0,0.165,35.2,9.94,21.8,54.7,0.00781,-9.47,1290.0,25.0,0.179,-28.5,-22.4,1,44.7,-37.5,0.928,75.3,53.3,0,10,18
1300.0,0.035,321.0,-0.00139,26.5,325.0,323.0,0.0458,18.4,-1.95,20.0,54.7,0.00101,-3.51,1300.0,612.0,0.171,61.9,-12.4,1,26.1,-831.0,0.894,73.2,53.4,0,10,19
-978.0,0.0539,327.0,1.63e-05,3.34,327.0,326.0,0.0271,1.22,-2.45,-0.151,55.7,0.0,0.308,-978.0,0.0,0.0,1.56,0.0,1,0.1,43.8,2.79e-19,77.8,0.00325,0,10,20
-978.0,0.0568,327.0,4.14e-05,3.78,327.0,326.0,0.0226,1.64,-2.54,4.29,55.7,0.0,-0.0686,-978.0,0.0,-1.86e-07,-0.25,0.0,1,0.1,50.0,2.79e-19,77.8,0.0,0,10,21
-978.0,0.0559,327.0,8.5e-06,5.89,327.0,326.0,0.0184,1.11,-0.85,-0.158,55.7,-1.87e-06,0.542,-978.0,-6.25,2.23e-06,-0.438,-0.025,1,0.125,56.3,2.79e-19,77.8,-0.00175,0,10,22
-978.0,0.0568,327.0,2.41e-05,4.41,327.0,326.0,0.0225,1.52,-1.99,0.113,55.7,-4.16e-06,-0.394,-978.0,0.0,7.12e-06,-1.06,0.0,1,0.075,43.8,2.79e-19,77.8,-0.00325,0,10,23
-978.0,0.0518,327.0,3.94e-05,2.87,327.0,326.0,0.0198,1.52,-3.38,-0.422,55.7,-1.93e-06,1.39,-978.0,6.25,0.0,0.0,0.0,1,0.1,56.3,2.79e-19,77.8,-0.001,0,10,24
-978.0,0.0543,327.0,3.21e-05,2.37,327.0,326.0,0.0218,0.856,-3.89,-0.151,55.7,-2.42e-06,1.15,-978.0,6.25,0.0,0.0,0.0,1,0.1,56.3,2.79e-19,77.8,0.0,0,10,25
-978.0,0.0579,327.0,5.29e-05,3.08,327.0,326.0,0.0217,1.76,-3.09,-0.422,55.7,-1.95e-06,-0.7,-978.0,-18.8,0.0,-0.25,-0.05,1,0.1,43.8,2.79e-19,77.8,-0.001,0,10,26
-978.0,0.0587,327.0,3.39e-05,2.19,327.0,326.0,0.0258,0.423,-3.04,-0.158,55.7,1.55e-06,0.685,-978.0,6.25,-3.68e-06,0.0,0.0,1,0.1,43.8,2.79e-19,77.8,0.0,0,10,27
-978.0,0.0584,327.0,8.37e-06,2.92,327.0,326.0,0.0244,0.764,-3.09,-0.158,55.7,-2.21e-06,1.22,-978.0,0.0,0.0,-0.562,-0.025,1,0.15,68.7,2.79e-19,77.8,0.0,0,10,28
