S1_ActualPosition,X1_DCBusVoltage,S1_OutputCurrent,X1_OutputPower,X1_OutputVoltage,X1_OutputCurrent,Y1_OutputCurrent,Y1_DCBusVoltage,Y1_OutputVoltage,X1_CurrentFeedback,S1_CurrentFeedback,Z1_ActualPosition,Y1_OutputPower,Y1_CurrentFeedback,S1_CommandPosition,Y1_ActualAcceleration,S1_OutputPower,S1_ActualAcceleration,Y1_ActualVelocity,tool_condition,X1_ActualVelocity,X1_ActualAcceleration,S1_DCBusVoltage,Y1_ActualPosition,S1_ActualVelocity,successful_part,experiment_id,time_step
1300.0,0.071,319.0,3.36e-05,5.93,327.0,325.0,0.0965,9.13,-3.38,23.0,29.7,0.000641,5.74,1300.0,12.5,0.188,-29.9,3.0,1,0.125,50.0,0.976,98.8,53.3,1,14,0
1300.0,0.0492,323.0,-1.5e-05,5.04,327.0,325.0,0.094,10.4,-2.54,24.4,29.7,0.000603,5.41,1300.0,12.5,0.19,-44.4,2.8,1,-0.1,-50.0,0.989,99.1,53.3,1,14,1
1310.0,0.0508,324.0,-3.78e-05,3.93,327.0,326.0,0.0548,8.86,-2.7,15.1,29.7,0.000299,2.51,1310.0,0.0,0.158,9.25,2.85,1,-0.125,-62.5,0.834,99.4,53.4,1,14,2
1310.0,0.071,318.0,6.72e-05,5.2,327.0,325.0,0.0746,9.91,-4.18,18.1,29.7,0.000489,4.45,1310.0,-62.5,0.174,26.4,2.67,1,0.15,68.7,0.912,99.7,53.4,1,14,3
1320.0,0.0561,323.0,-8.52e-06,5.42,327.0,325.0,0.0395,6.9,-2.15,21.9,29.7,0.000216,1.78,1320.0,-6.25,0.187,-37.1,3.05,1,-0.1,-50.0,0.972,100.0,53.3,1,14,4
1320.0,0.0477,324.0,-2.22e-05,5.22,327.0,326.0,0.0609,8.75,-2.24,17.2,29.7,0.000375,1.72,1320.0,31.3,0.138,26.6,3.25,1,-0.125,-50.0,0.723,100.0,53.4,1,14,5
1330.0,0.0717,319.0,1.13e-05,6.72,327.0,326.0,0.0543,7.36,-2.75,19.8,29.7,0.000333,3.06,1330.0,-12.5,0.16,37.3,3.1,1,0.15,68.7,0.838,101.0,53.4,1,14,6
1330.0,0.0514,323.0,-3.08e-05,4.2,327.0,325.0,0.0842,10.7,-3.04,16.0,29.7,0.000273,-0.729,1330.0,-6.25,0.169,20.8,2.7,1,-0.1,-43.8,0.893,101.0,53.4,1,14,7
1340.0,0.0534,324.0,-2.36e-05,5.38,327.0,326.0,0.0797,9.18,-2.15,21.5,29.7,0.000496,5.52,1340.0,-12.5,0.139,19.3,2.85,1,-0.1,-50.0,0.731,101.0,53.4,1,14,8
1340.0,0.0728,320.0,2.29e-05,6.31,327.0,325.0,0.1,8.84,-3.29,22.4,29.7,0.000559,6.65,1350.0,-50.0,0.159,8.75,2.83,1,0.15,68.7,0.836,101.0,53.3,1,14,9
-1380.0,0.0531,322.0,-3.03e-05,7.15,327.0,325.0,0.126,11.4,2.21,16.2,29.7,0.000766,-7.64,-1380.0,18.8,0.135,45.5,-2.97,1,-0.2,-106.0,0.705,76.3,53.5,1,14,10
-1380.0,0.0547,320.0,-8.04e-06,5.73,327.0,325.0,0.113,10.9,3.32,22.7,29.7,0.000724,-6.96,-1380.0,-6.25,0.202,-8.12,-3.03,1,-0.2,-100.0,1.05,76.0,53.2,1,14,11
-1370.0,0.056,320.0,-8.29e-06,3.32,327.0,325.0,0.11,10.2,4.99,17.0,29.7,0.000673,-6.47,-1370.0,0.0,0.182,0.375,-3.05,1,-0.175,-87.5,0.947,75.7,53.4,1,14,12
