S1_ActualPosition,X1_DCBusVoltage,S1_OutputCurrent,X1_OutputPower,X1_OutputVoltage,X1_OutputCurrent,Y1_OutputCurrent,Y1_DCBusVoltage,Y1_OutputVoltage,X1_CurrentFeedback,S1_CurrentFeedback,Z1_ActualPosition,Y1_OutputPower,Y1_CurrentFeedback,S1_CommandPosition,Y1_ActualAcceleration,S1_OutputPower,S1_ActualAcceleration,Y1_ActualVelocity,tool_condition,X1_ActualVelocity,X1_ActualAcceleration,S1_DCBusVoltage,Y1_ActualPosition,S1_ActualVelocity,successful_part,experiment_id,time_step
-1540.0,0.0512,323.0,3.03e-05,2.69,327.0,326.0,0.0578,12.7,-2.45,18.7,29.7,0.000714,2.72,-1540.0,-75.0,0.145,45.3,6.05,1,-0.2,-100.0,0.765,96.6,53.4,1,15,0
-1530.0,0.0479,322.0,1.41e-05,3.18,327.0,326.0,0.0756,12.4,-1.4,24.8,29.7,0.000893,2.93,-1530.0,18.8,0.193,11.9,6.28,1,-0.3,-144.0,1.0,97.2,53.3,1,15,1
-1530.0,0.0483,323.0,1.46e-05,2.1,327.0,325.0,0.108,14.0,-2.29,17.8,29.7,0.00138,4.96,-1530.0,68.7,0.17,14.1,6.1,1,-0.25,-131.0,0.881,97.8,53.4,1,15,2
-1520.0,0.0488,323.0,7.1e-06,4.08,327.0,326.0,0.114,14.8,-0.851,21.5,29.7,0.00147,5.71,-1520.0,-12.5,0.144,-16.1,5.97,1,-0.175,-93.7,0.751,98.4,53.3,1,15,3
-1520.0,0.0502,322.0,1.52e-05,2.17,327.0,325.0,0.108,14.5,-2.29,21.6,29.7,0.0013,6.06,-1520.0,-75.0,0.19,-7.06,5.93,1,-0.2,-106.0,0.989,99.0,53.3,1,15,4
-1510.0,0.0499,322.0,2.23e-05,3.42,327.0,325.0,0.105,11.2,-1.35,17.0,29.7,0.00134,6.9,-1510.0,37.5,0.151,54.9,6.35,1,-0.2,-100.0,0.793,99.6,53.4,1,15,5
-1510.0,0.0497,322.0,7.39e-06,3.74,327.0,325.0,0.111,15.0,-1.05,26.2,29.7,0.00144,4.41,-1510.0,62.5,0.159,-39.6,6.45,1,-0.2,-100.0,0.834,100.0,53.3,1,15,6
-1500.0,0.0519,322.0,7.31e-06,3.84,327.0,325.0,0.159,15.9,-0.601,18.7,29.7,0.00202,8.13,-1500.0,50.0,0.174,59.4,6.1,1,-0.2,-100.0,0.908,101.0,53.4,1,15,7
-1490.0,0.0501,322.0,7.39e-06,1.01,327.0,325.0,0.058,12.6,-2.74,19.8,29.7,0.000697,1.79,-1490.0,68.7,0.163,-2.25,6.28,1,-0.225,-113.0,0.844,101.0,53.3,1,15,8
-1490.0,0.0506,323.0,2.26e-05,2.4,327.0,325.0,0.0841,12.9,-1.99,20.7,29.7,0.00108,4.55,-1490.0,50.0,0.167,-53.9,6.1,1,-0.25,-138.0,0.873,102.0,53.3,1,15,9
